,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,Next_Is_Jannuary
1989-04-01,-1.2659329308348666,-2.590621929134982,-0.29097995146669325,-0.05048465422200636,1.1060295847008432,0.6633681255182786,0.23549247177645116,-0.19460015426455687,0.25899480106830935,0.9195810459656439,0.9195810459656439,0.28957254492793794,-1.3170182598811195,-1.1556003587380033,-1.6643962629138627,-0.6323137336637494,0.37188870878859775,1.039876152228789,1.3848766242069686,1.0554373623285107,0.8954742114439952,1.554352735200911,0.9158494552566933,1.0736074184997753,0.0941933966989542,-0.8941243889364195,-0.2142809976772076,-0.2142809976772076,-1.1962054179227692,-1.3702671746145128,0.29970143398596527,-0.026769906614308347,0.0
1989-05-01,-2.649073012824649,-0.5912591409086276,-0.3760540943811331,0.6588422360193581,0.26273062381436285,-0.12015004381801185,-0.505014549106513,-0.09911919653448735,0.49200044363009593,0.49200044363009593,0.8569712058189751,1.5781250846605355,-1.228245602165497,-1.3142334262677489,-0.6879880118684969,-0.6879880118684969,-1.0477068065773982,-1.3110722168330475,-1.047137367852521,-0.9619207349978232,-0.7863698865272696,-0.35161577760867047,0.7517072621688675,1.084398248278777,1.6650549160359411,1.2519737098640293,1.0849263370915432,1.0849263370915432,0.6639669577048758,0.41407981818902423,0.41407981818902423,1.0091644379533444,0.0
1989-06-01,-1.2438091170970949,-0.9326727760693743,0.5635461220440858,-0.00913895039592305,-0.5626951606224718,-1.119119537741386,-0.5322894569547715,0.32233177483374037,0.32233177483374037,0.8499944359184022,2.341520891251047,-0.5908663153141541,0.6246771301570035,0.0946171419538057,0.0946171419538057,0.36074230132028723,0.6279717144600736,0.4893116032697841,0.3497733113752896,-1.2738137953479507,-1.833833695927851,-2.6849652628884924,-0.9364868402634643,0.05291791080520706,0.3447881396240907,-0.22268192203816703,0.621016181455569,0.2127782720898916,1.0419922879700017,1.5831879902110815,1.04425670513419,NA,0.0
1989-07-01,-1.2327107624449638,0.13762223941315851,-0.38687939295196294,-0.8938615893494247,-1.4034706365054224,-0.8660141004337962,-0.08329729376529095,-0.08329729376529095,0.39996993353967936,1.766005296055062,1.322966800104127,1.322966800104127,-1.6701887791966195,-1.4087127551269203,-1.3415931892873325,-0.8924084025147178,-0.9538442817835296,-0.6978614514968075,-0.570936631479641,-0.3191849223546827,-0.19434083709189612,-0.006120616188389413,0.176021013054085,0.420695364894406,-0.06089737282642772,0.5582480906719453,0.6815758510125118,0.3089525261914699,0.8663940029308322,1.3481002245084288,1.702309024556335,2.0537931415269504,0.0
1989-08-01,-0.29550204013398224,-0.6076343127045811,-0.909340723799626,-1.212610380548013,-0.8927686114090038,-0.426971823431478,-0.426971823431478,-0.13937825153466835,0.6735529116936471,0.4098995614574367,1.6713444699151676,2.1563810239265773,1.6502020897680498,1.2862617519882995,0.36372885632661284,0.5425545990730921,1.0939339725414112,0.7242385112113626,-0.19620904939178588,0.9326729800177862,-1.280994124527547,-1.8423824729680625,-1.659221910988879,-1.0978335625483635,-0.14957265784431925,0.4018067156240002,-0.9024999974033409,-0.34002736436902453,-0.7171025658246329,0.21240336759714945,-0.3538781511000513,1.3319190128182392,0.0
1989-09-01,-0.6185360136366908,-0.9473364704859226,-1.2778405566452542,-0.9292761379089101,-0.4216495477743437,-0.4216495477743437,-0.10822930097427004,0.7777052633139383,0.49037513435560054,1.8651011823890273,1.5913359951411692,1.2609615531065332,1.4209826436287385,-0.4288901259012258,-1.2104220719829057,0.22828464472441,-0.5594116562324125,-0.24618618728809583,-1.331885324643179,-1.1803294832841007,-0.23127597404914793,1.640619090356173,1.1774338930242574,0.25249750825927525,-0.3764592333809127,0.4112613140837666,-0.8416405616935002,-1.6405170682122903,-0.6668998210912498,1.387772875865436,0.9341039847104291,NA,0.0
1989-10-01,-1.1185092486076096,-1.3974121386268274,-1.1032686535245921,-0.6748971780479516,-0.6748971780479516,-0.41041084857807586,0.3372038427234393,0.0947342131121371,1.2548259754765572,1.0238034099241575,1.6448986919284931,1.0239291122682257,-1.0528299890666732,-0.7523942939194667,-0.3788833723252599,0.13393637012905424,0.13393637012905424,0.4226016812715364,0.7785845982770736,0.35269223922224224,0.06560924163713393,-3.1847621618272117,-1.3094619356664225,-0.7038962376353343,0.34762869537988855,0.9304287656654471,0.9304287656654471,1.219654173680295,0.9325711760951868,0.6475135313900642,0.5007097258067702,-0.014067343908819988,0.0
1989-11-01,-1.4879738145488455,-1.2353654099542573,-0.8674829292106386,-0.8674829292106386,-0.6403438861642076,0.001702475513704435,-0.2065287769223751,0.7897500601640401,0.5913494677142135,1.1247418297235559,1.1247418297235559,1.6728920831718919,-0.7950855425176394,-0.6424784640558147,-0.868336940179318,-1.5620698761546223,-1.1746641903586172,-0.7185970593232734,-0.566574682311494,0.27104838258222685,-0.1020417584930973,-0.4733664535579475,-0.4003957125922907,-0.4003957125922907,-0.098111388349761,-0.02624209253075549,-0.1762414891740128,0.7271701774943486,1.6776078744945078,1.7512952923803577,1.9682388801793236,1.6092407550601693,0.0
1989-12-01,-1.5514594263431591,-1.111250344954998,-1.111250344954998,-0.8394552073209812,-0.07118095160882686,-0.32035098048844446,0.8717987266511054,0.6343920896928429,1.2726507021306326,1.2726507021306326,0.9534550350661903,1.5905837473968312,1.7426906639539737,1.2887818953879528,0.7565451876975402,-0.017892118523125035,-0.09348733351107484,-1.3581087782721275,-1.5142444726191675,-1.8413859274415247,-1.1820113220019095,-0.6893971545659181,-0.6111851821360779,-0.6893971545659181,-0.44824357290724987,0.19608826586834352,0.5134277295349747,0.5891580767409873,0.5891580767409873,0.43255295179830194,0.7463664214241928,NA,0.0
1990-01-01,-1.56727777175126,-1.56727777175126,-1.2686165544973607,-0.42440084705967207,-0.6982005359583818,0.6117893548932044,0.35091583156481965,1.0522642654361303,1.0522642654361303,0.7015171280976976,0.7015171280976976,1.0555055074922552,0.6717331730347019,0.8242646397976231,0.5203408181878615,-0.056664929472702553,0.6974185484782943,0.5548320305758401,-0.04364692017892352,0.5460712119857696,-0.513014413126307,-1.2718677233164128,0.28452544829609766,-0.6195712434475251,1.0730304278431235,1.9807605836347355,0.3289586795515932,-0.7420036533779785,0.8232489870575573,-1.7983657483823272,-1.3169744304834041,-1.9430754866576183,1.0
1990-02-01,-1.9284553930699684,-1.6070341111303283,-0.6984832875142788,-0.9931484194978624,0.41667182404428393,0.13591792146765036,0.890713990317907,0.890713990317907,0.5132374784474788,0.5132374784474788,0.6362704024788146,1.2303581256909195,-0.9538191765263851,-0.04150149310983889,-0.34213849905192,-0.9480199746286813,-0.641556670121831,-0.9468367186267242,-1.4126609414771307,-1.7221471343797743,-0.6264081004390671,0.1488844367522646,1.3700046307718372,0.7579153531912267,0.0037327349002097745,0.31502223317882133,0.475955053488199,0.0018991624523551564,1.1130366369850198,1.2627384973121245,2.1858999693292906,NA,0.0
1990-03-01,-2.115287693256228,-1.030963666526137,-1.3826363238440043,0.2999354417716544,-0.03513464374150702,0.8656883938496455,0.8656883938496455,0.41518321493370697,0.41518321493370697,0.5620187602200684,1.1403249078094504,-0.4554215524334319,0.007193604122087471,-0.4562805005811445,0.47253597653420076,-0.2082442822605777,0.25616395629709493,0.4976562403470761,0.7209876952359563,-0.4375703496749273,0.4924231481622399,1.4358666564132598,0.3017179260363765,0.7651920307396085,-1.1000283577215213,-1.1000283577215213,-2.0228590637645953,-1.323389034532738,-1.0795147223169144,1.0443061070023534,2.189292880117117,NA,0.0
1990-04-01,-1.528692097749434,-1.8701974396054781,-0.23627101951837032,-0.5616537915872193,0.3131252763978785,0.3131252763978785,-0.12435520987872493,-0.12435520987872493,0.018235128170538614,0.5798216903338109,1.4648121871280733,1.7564052097897724,-1.6258949670085205,-0.548116374739199,-0.7596505312816108,-0.3349976926796158,0.08725133125429081,0.3968561572726789,1.0316767997444318,1.543821859500914,1.6504458469710728,1.4465208327503307,1.6515669625006428,0.7315467992476821,0.10856708547442577,-0.4195332692589842,-0.7422694265964963,-1.1653377396813196,-0.9530113203803221,-0.4303568155314393,-1.0484716516223718,-0.6206138859365882,0.0
1990-05-01,-1.8401780011224824,-0.5284873637639019,-0.789699576525439,-0.0874405891396144,-0.0874405891396144,-0.43864309790711886,-0.43864309790711886,-0.32417379923022815,0.12665913094338765,0.8371156940574517,1.547721716846097,2.0232095728885824,-1.2177394424494634,-1.1458074553969544,-1.4379343564753968,-1.36626682525764,-1.139719432584569,-0.9207730187909506,-0.6254159204389933,-0.3321913643134039,0.026231306640397512,0.3184835504943645,0.17624622553151023,-0.04071438727447304,0.3209154168914369,0.1786780919285826,0.46467528223417504,0.6061791185526215,1.1702291327664291,1.4483907836115946,1.515149579814437,2.0013837145162965,0.0
1990-06-01,-0.8400287630077597,-1.1820094706948838,-0.2626074911821924,-0.2626074911821924,-0.7224040727434422,-0.7224040727434422,-0.5725401312526633,0.017693238311039843,0.9478275366507276,1.8781575085569142,1.7209232092879003,-0.34047152333511793,-0.517811644883813,-0.711194047164717,0.40447365830201487,-0.8565169175178159,-1.9683808778570713,-1.0090028294061493,0.09937293027321836,-0.7965074767068803,-1.161198855698156,-0.6144001475896717,-0.05820330081115569,0.3064880781801201,1.0220217964541423,1.3709549059828319,0.5109097152819372,0.5109097152819372,0.16197660575324738,1.218427460668169,2.4281527547929302,NA,0.0
1990-07-01,-1.2599850266543566,-0.5791538269280816,-0.5791538269280816,-0.9196402139818789,-0.9196402139818789,-0.8086636777610683,-0.3715868581837065,0.3171917874537701,1.0061153323540313,0.8896809336961315,1.335004485718349,1.8898311051967724,-2.277875287325516,-1.504814664809205,-1.8087757739875427,-1.0457592530940203,-0.8890962309763069,-0.29196553128868424,0.5881079127276667,0.3120693763778895,0.03603084002811232,0.7510863224654707,0.6165328714691959,0.9016037422240216,1.038437760186335,1.4614899089679665,0.754514149496002,-0.5336656868029833,0.6535706455171135,0.6535706455171135,0.22060934389991974,0.36432890940745283,0.0
1990-08-01,-0.7936492583207388,-0.7936492583207388,-1.1003949870616239,-1.1003949870616239,-1.0004157227781059,-0.6066512357537754,0.013872566755383469,0.634526909666881,0.5296306323858129,0.9308246380332438,1.6431503512276437,1.6431503512276437,0.37380324345163235,-0.7011715819152938,-1.022352622397607,-1.022352622397607,-0.015573591654972161,-0.015573591654972161,0.6288443009917166,-0.32882355751956976,1.47733802363272,1.6408609993131706,0.5439512743897634,0.2187804073176082,1.3925436798471138,0.24451954710893561,0.08027637974072896,-2.4928665756945674,-1.3710270842956318,-0.6587480421375772,0.016768210747803405,1.0108032031266072,0.0
1990-09-01,-0.8397128173706792,-1.182812903203108,-1.182812903203108,-1.0709844702598266,-0.6305524882062714,0.06351347573026486,0.757725451229638,0.6403972592891458,1.0891392787399379,1.8858871726416455,0.4702129446123615,-0.788835994103724,-0.13688203836824744,-1.5792295552546314,0.5939502971969599,-0.3543463656910057,-0.5084270642400072,-0.8264533841109711,-1.4664081872868988,-0.8103538922071744,0.003153433691680954,1.7784119069490252,0.6856128954305091,0.19012788907154368,-0.3031706050432305,0.3830967167835867,1.9003713774043283,0.7588369039656107,-1.0688857144497454,1.5494313802623927,NA,NA,0.0
1990-10-01,-1.3912034034318805,-1.3912034034318805,-1.2898962290695737,-0.8909018192733975,-0.26213630967241947,0.3667614741495764,0.26047197973666436,0.6669945859440892,1.3887813058853375,0.1062992743976285,1.3736932819854821,1.0623392627803738,-0.5044947458178537,-0.6028211619003488,-0.9809996852945532,-1.4632804422194552,-0.5622038687716613,-0.36253811626951304,-0.5574634662905998,-0.5574634662905998,-0.7535995327714449,-0.846887292604282,-0.5601676489168252,-0.8528409305582444,-0.45391270616532,0.8939247750780488,0.7124425526446234,1.902121828447738,1.2014914466373001,1.4789389506210735,1.4789389506210735,1.3908145598208446,0.0
1990-11-01,-1.601950424340572,-1.4948689842288518,-1.0731328508657552,-0.4085292165776063,0.25621423124463255,0.14386649079954927,0.573559909697799,1.3364867400169436,-0.01909368865015343,1.3205387349738014,0.966909057930211,-1.0697242837800258,-0.9016562433422486,-0.9016562433422486,-1.262418732295662,-2.1254429644823,-1.2462370279421628,-0.5502497439206782,0.12906718599250747,-0.03203945632062801,1.1564416867751106,1.8237706708662988,0.9903875762281628,0.32696110081587043,-0.5030657451035412,0.33928724798880544,0.6624183012871663,0.6624183012871663,0.9980571394395392,0.9980571394395392,0.5056240904093251,NA,0.0
1990-12-01,-1.2246766289491002,-1.0133293879749083,-0.6802724518093526,-0.3471454500213776,-0.403446969133353,-0.18811204436719492,0.1942182040924834,-0.4851122133245627,0.18622608153463582,0.009009450904102092,1.4413480008083903,2.511293408240238,-2.526464792394968,-1.4170888170226352,-0.6775048334410803,-0.5034850725983652,-0.31441600506376965,0.5872980093319727,0.24110976169806053,1.5246907497876123,0.6284604536179602,-0.09069303317957403,-0.09069303317957403,0.6573919157305124,0.8314116765732273,0.6549143462541074,-1.1577914958575473,-0.5875427430107092,-0.40853731402558313,0.1433960920118974,0.5131880838026751,1.9923560509657852,0.0
1991-01-01,-1.4234244134615381,-1.001971341051401,-0.5804296070082748,-0.6516740269092168,-0.3791873863824113,0.1046165533997225,-0.7550139196907947,0.09450325371630469,-0.12974817404643885,1.6827451778066922,1.5773819097041604,1.4622019739231953,-0.01942334145538394,-0.8243258296800993,-0.9772544572590262,-0.8137009914961576,-0.5074626532892694,-1.0425089449787428,-1.0425089449787428,-1.0425089449787428,-1.0425089449787428,-0.9667948470981587,-0.3358440314266118,0.11470018874603465,0.3396355692208701,0.4889230390002986,0.33414315103529585,0.7820055603735813,1.4390799536764398,1.6569202295785832,2.0123438376294454,1.4470904023591278,1.0
1991-02-01,-1.067037262992293,-0.709685297161184,-0.770081057414649,-0.5390869972986304,-0.12895372935440969,-0.8576849904347064,-0.1375270383082955,-0.3276308455466337,1.2088672281512571,1.1195480268904445,2.2092719634690985,-1.9212637031322306,-2.0919409570967065,-1.2361869103407155,-0.983345242773348,-0.9041765528862982,-0.9899426335972724,0.3295355311869205,0.4121005612664685,0.3293224601415541,0.1684034926537428,0.6485508983471043,1.2149856639042018,0.8170819371297317,0.7402583522187953,0.9053884123778912,0.9053884123778912,0.19351029067436315,1.1590240956012312,0.3033058919466734,NA,NA,0.0
1991-03-01,-0.8647519915413013,-0.913527566323743,-0.7269769209439252,-0.3957535735197531,-0.9842764428727497,-0.4026773719827295,-0.5562050770313374,0.6846697191830065,0.6125355931728158,1.492595901011382,2.054367730848333,-0.4500916491416014,-1.1649039319085666,-1.1649039319085666,-1.3482371415157826,-1.6876473402876093,-0.273438178738302,-0.10822244372833356,-1.1408207875406584,-0.7920076023223531,1.1184017870176781,0.2821684495218843,1.476972314952373,0.6320499361276537,0.980863121345959,0.29058018638762856,0.29058018638762856,0.7987151636396735,2.140614916281894,0.3171997888783623,-0.1978728434489608,NA,0.0
1991-04-01,-1.1489531921901064,-0.9816546525587516,-0.6846136951123093,-1.212400754663607,-0.6908229546364422,-0.8285065353889546,0.28430945540725655,0.2196196018046669,1.0088573125032605,1.5126540511658628,1.2607556818345618,1.2607556818345618,-2.290359309247371,0.1014119860349979,-0.44207696077659187,-0.9814665467348987,-0.7647125598115567,-0.6522717007438412,-0.9763244125644617,-1.5207687714122187,0.02763278645555245,-0.28610018105310797,0.6790774236885164,1.3042084874239517,1.7111334251385277,1.5076709562812396,0.4806699230015956,0.582161789819817,0.8905597812626301,-0.03784915282217019,-0.03784915282217019,0.7052521888815542,0.0
1991-05-01,-1.1830664272801523,-0.8501427222225414,-1.441686813844861,-0.8571020644769216,-1.0114179144653528,0.23582699710557156,0.16332256564213693,1.047900723064547,1.6125564468858522,1.3302285849751996,0.61219935878819,0.3413812658283315,0.577830266707185,0.29381284987239464,0.008409982223775987,0.43496776569466417,-0.2807561247290105,-0.14309121209850328,0.8501107673186865,-0.5530834927534265,-0.7022204814364821,-1.29449657934564,-2.1743981414265527,-1.5967491779910614,-0.8558490703163026,-0.42615856791162676,0.5859640450982211,1.1612266210123021,0.3254039371842046,0.3254039371842046,1.731836337856484,1.731836337856484,0.0
1991-06-01,-1.0340831221969262,-1.6660113915507828,-1.0415175724246186,-1.206368425299538,0.1260247632924573,0.048570520161538705,0.993538024773287,1.5967422818837866,1.2951401533285367,0.5280917241819486,0.31962592883495367,0.040247115015354024,-1.306216673410064,-0.8997097442360897,-0.7060581701952964,-0.9083004235156814,-1.2098997092473225,-1.415746847779819,-0.6874771049599936,-0.18340851278426762,-0.47977809661553733,0.12251387667660141,0.018384022898044364,-0.4887434332991928,-0.4887434332991928,1.0474033543331138,1.2447368150971787,0.7541113603806848,0.8497600495980885,1.44616106071014,1.7432238166449694,1.547787793003636,0.0
1991-07-01,-1.8951350888676084,-1.246122933544699,-1.4174460180243489,-0.03274156045956667,-0.11323674509348618,0.8688312563742439,1.495717997311145,1.1822746268426945,0.38511100569738155,0.1684606065972358,0.09780460348079953,0.5064822496862069,-1.206645718004823,1.0061335919679468,0.15299772182449164,0.15299772182449164,0.8111445650921367,0.3852261415184399,-1.15872814393624,-1.6089023384533918,-0.9410768651376932,-0.25854778548794144,-0.7221042646021375,-0.2719300700849855,1.2907022964815362,-0.030612813014165335,0.18284021723479751,-0.9377881915722862,-0.7222526927355285,0.17581188575098083,1.0695169274487206,2.6312178138856472,0.0
1991-08-01,-1.5516808474055994,-1.7502127152734426,-0.14559554858964557,-0.23887462658591604,0.899161122051257,1.6256072749313193,1.2623841984912882,0.3386185356038023,0.0875606671425638,0.005683386463272503,-0.5326514468289014,-0.9678540049761112,-0.8168044507131305,-0.9674920429105962,0.3483948688678905,0.06256263541640972,-0.6512329823569667,-0.49948243703095013,-0.06661278488303622,-0.5060312239515165,-1.0829403189912024,-0.6540602488907347,-1.8026098627596983,-0.10106739068382142,-0.2437942861466346,0.6356075135828885,1.0634623095179818,1.3519168570378248,1.4903750398473465,1.4903750398473465,1.9172877701767113,NA,0.0
1991-09-01,-2.0320774301291578,-0.20489316461668497,-0.31111044008590766,0.9847756171460311,1.8119828836790854,1.3983792504125583,0.3464834342054979,0.060602791451617066,-0.03263120982068162,-0.6456353315462309,-0.8206214840820693,-0.5552549166140578,-0.02143765877888786,-0.7564902531040254,-0.4976052891937808,0.2556397136803142,0.5127112898249202,-0.23872870198237994,-0.49699042431284063,-0.9936475826406397,-2.4975440246799567,-1.4806914540751737,-0.7151399131259527,-0.45259975864845137,0.05342828945911745,0.7935521025032612,0.5523425551197821,1.0559948846916347,0.795951382811253,1.2972501968243586,1.2972501968243586,1.5367544488030802,0.0
1991-10-01,-0.5158747606488088,-0.6533699589769035,1.0241171509362728,2.094913089430851,1.559515120183562,0.19786633724343877,-0.1721979060725897,-0.29288663056892666,-1.0864027786743846,-1.3129173041251607,-0.31256045390691106,-0.5302019048204434,-0.45401658914425597,-0.2883030561262198,-0.6327794294259522,-1.4098244340902397,-1.0555987294707034,-1.1468366773147654,-1.1468366773147654,-1.055376489762633,-1.1463932753240222,-0.3513931835247317,-0.0007992327423751533,0.33974062477323175,0.9350951063391854,0.5954455570001945,0.2601962294138478,1.0161494138904115,1.3455171743261207,1.096290774639221,0.9312304410289219,2.1684924528295277,0.0
1991-11-01,-0.652051114882696,0.9542746824684099,1.979645983110866,1.4669603327896377,0.16307456577372056,-0.1912910428815498,-0.3068599855352437,-1.0667140862218658,-1.2836195536654624,-0.32569921820271136,-0.7377205627531046,1.1631156815607067,0.37736443876614295,0.1513258960886586,0.1513258960886586,-0.18321114707401592,-0.2919472221770783,0.8453175579100448,1.727384491094354,2.0638935577569355,1.5105512052824515,-1.4801527462171027,-0.31308460240329516,-0.43314696309756995,-1.2281790787218227,-0.18483996294502475,-0.18483996294502475,-0.2949672365524764,-0.8615418476870007,-1.3233201580495868,-1.2110477966779551,NA,0.0
1991-12-01,1.0052904502042475,2.0766546102967136,1.5409725302504806,0.17860118363656102,-0.19165943556034173,-0.312412203949091,-1.1063494341649842,-1.3329841603383903,-0.3320964672700186,-0.7625989608231556,-0.6573561186782608,-0.10606199360376131,-1.1160837985865717,-1.0165982823957167,-0.9171127662048619,-0.9650673036295161,-0.41292692219649313,-0.21561398175129753,-0.46319669208585096,-0.8603377999929874,-0.6605272273902578,-0.8107855788314899,-0.4136444709243534,-0.17199701793468278,-0.07086076457686742,0.16928454491311287,0.16928454491311287,0.9698113318621908,0.8787438208874855,1.7487562280597915,2.102152539304918,2.056719596560343,0.0
1992-01-01,2.2169843367426174,1.6634376090625735,0.2556320675031052,-0.12697650160852722,-0.2517562959860607,-1.0721708144844853,-1.3063636608106575,-0.2720970166372932,-0.7169564872842689,-0.6082038650647128,-0.3001101650089505,0.5185807935766601,0.6973729276074692,0.9814585538739147,1.3311153513586027,1.5454211304621173,1.2613355041956718,0.6888922873580224,1.0564403114103313,0.840975031460958,0.7648400836215533,-0.5329147090956178,-0.9860989224254235,-0.9130093724995941,-0.6867448688804733,-0.8396262902447451,0.2414850268516756,-0.7873656196268024,-0.564678420412727,-1.3140381432415393,-1.5478073754569162,-1.2370524863164778,1.0
1992-02-01,2.5977344525255583,0.7030246440414759,0.18808690064913164,0.020150709656554487,-1.0840127485294409,-1.3992036395380623,-0.0072250619197052335,-0.605943832054804,-0.4595779782952684,-0.044926850568373464,0.09189340403293124,-0.8153455217532413,-0.3573234419664949,1.020152883497677,0.8638031328294641,0.5625348719089146,0.10201043684314515,0.10201043684314515,0.8650870709036023,-0.356177687805677,1.6778342389116074,-1.183421283372805,-2.1285634322942295,-1.4908465522424081,-1.0131575651929818,0.41809841899571765,-0.3695449433702662,1.6719620983000159,0.2960708399250387,0.134815999039775,NA,NA,0.0
1992-03-01,0.9892451544426536,0.3421889957610954,0.13116514279703834,-1.2562953317520436,-1.6523552628883484,0.09676552493181188,-0.6555674949435443,-0.4716483157591354,0.04939052698017811,0.22131497708734257,2.205796083342953,2.4900982449808633,2.0382820224982314,1.3052663026128113,1.21479121947267,-0.0042341083993497975,0.28111319337969215,-0.10129812123426499,-0.19365810193982574,-0.3860747284097485,-0.6702829192036442,-1.1494727772576092,-0.5660974569849779,-0.8561535947379872,-0.7636085238907316,-0.5638946600896102,-0.0897046299683054,0.47576463965759014,-0.632555128809165,-0.632555128809165,-1.1957257428674755,NA,0.0
1992-04-01,-0.03160015952359899,-0.14611840796662914,-0.8990643005637056,-1.1139977735105866,-0.16478636388584134,-0.5730618193465836,-0.4732527126534851,-0.1904957882433679,-0.09719597111721065,0.9797405797256337,2.709832717085376,-0.3214693980403007,-1.102503299038747,-1.01926996064119,-1.3374039438479883,-1.816568708677981,-0.11467169792951312,0.6615752210950752,0.8893542398049902,1.3380864652315672,2.223539224575204,1.4329704066756261,0.8379420306777308,0.16263012349461578,-0.07099400863697419,0.15695151520357797,-0.38092036569535087,-0.8448129467857423,-0.8448129467857423,-0.22628950533188708,0.3766675546530346,NA,0.0
1992-05-01,-0.3093681377393682,-0.9111931790166241,-1.0829881877946865,-0.3242893205920835,-0.6506213920609142,-0.5708445842636984,-0.34483870604900474,-0.27026473354291175,0.5905240569084792,1.9733761080546914,1.9005080760961206,-1.785842225243453,0.6389003445152794,-0.3846658967002257,-1.4353803986982685,-1.1328868484557437,-0.9755902023296362,0.3744476788739768,-0.20633813488875996,-0.5060059204612476,-1.1133021320168508,-0.4989716014084799,0.09955970244158775,0.7045468029266373,-0.03862930529313749,0.7294956960813236,0.5848487802380745,0.13627140483270359,0.8951113787180335,2.2476083453154607,1.666822531552724,NA,0.0
1992-06-01,-1.0523137162708094,-1.1938158011811884,-0.5688996741532872,-0.837689022658847,-0.7719794033218614,-0.5858255493953198,-0.524401340015094,0.18460300989422015,1.323614263780952,1.2635951833734742,1.2635951833734742,1.4995168665742866,1.9431602104699608,0.9224602092181429,-0.8505842660968642,-0.541005071994244,-0.541005071994244,0.35041868927729075,-0.17651525361760512,-1.0480225200427127,-1.2349339538577102,-0.3435101925861755,-0.6949244129188795,-1.4008053115242025,-1.2147169739315093,-0.4989925985749927,-0.1443837035119911,1.7723867586829285,0.9287754841252229,1.0937098539219692,0.4093768985372296,1.2691112264183793,0.0
1992-07-01,-1.3906783275021353,-0.759542627498209,-1.031007142951627,-0.9646435386156673,-0.7766369600926731,-0.7146014169090585,0.0014594068274761667,1.151806843775693,1.0911904143250346,1.0911904143250346,1.2633275445904504,1.0381353897256829,0.9487734062490897,0.030528835234941293,0.596021737873146,-0.1387408777303581,-0.5122697977777888,-1.0675082957241935,-1.8208693575545836,-1.4392951992292082,-0.3138117574459584,-0.6797476305940642,-0.4862895323231004,-0.4862895323231004,-0.10314349280997905,-0.10314349280997905,-0.6630874017559295,0.10663977969353439,0.8729318587197771,1.2480930059808604,2.1856207129863057,1.8255870313405889,0.0
1992-08-01,-1.0169607675262455,-1.29287557043959,-1.225424026062264,-1.0343353381984337,-0.9712828075848462,-0.2434831512458378,0.9257226501728092,0.8641124977105107,0.8641124977105107,1.0390715795334933,0.8185082787242596,1.2728341572056314,0.9952199535102135,0.05974493564916847,-0.24611901218147167,-0.24611901218147167,-0.5787697716365169,1.7013069303736879,0.44243065938748705,0.44243065938748705,-0.5299330990195731,-0.21777523656380865,0.73679110819236,0.73679110819236,0.10471339342138537,-0.22793736603365986,-2.7562482251175586,-1.777519721786732,-0.8069800446216584,1.437540820075275,0.5169146120215481,0.2135173089314777,0.0
1992-09-01,-1.452461617394445,-1.3868016572804398,-1.2007884868007686,-1.1394106979985466,-0.43094216925912665,0.7072082911181458,0.6472345693800244,0.6472345693800244,0.8175465531919419,0.602841646618805,0.7219514291408392,1.466387569903546,1.6837431949778505,1.4441223804081902,1.2025772097947645,1.574262990770953,0.7240239902116958,0.5953196912050512,0.348785226903545,0.47804263529435026,0.36161474634679924,-0.2570153198044819,-0.002123755018178861,-0.2527671270580435,-0.3730759456371795,-0.4943957626917705,-0.6167437137891969,-0.7498286900935488,-1.004720254879852,-1.779107604127632,-1.5105611340849199,-1.3721527587283937,0.0
1992-10-01,-1.6671957747904063,-1.4567094906796842,-1.3872564371211766,-0.5855771386112474,0.7023158667386123,0.6344516085229438,0.6344516085229438,0.827170954791028,0.5842180614642716,0.7189987087681631,0.9951320323945506,-1.1956627818912227,-1.7546981259431014,-1.6420717164696548,-1.5205921886272977,-1.6317169126410982,-0.580537090888939,-0.35416647400917195,0.21891257837172728,-0.00353887962854241,0.2208550465694243,1.0017459097383494,1.0017459097383494,1.2213834518596414,0.5709212742982722,0.7924522435068168,0.9066637654098879,0.6861214342376327,0.9085728922379025,0.6880305610656473,0.4655791030653776,NA,0.0
1992-11-01,-1.9041146218430003,-1.8318046663017284,-0.9971488597751298,0.343720708764612,0.27306490253310484,0.27306490253310484,0.4737116221024444,0.22076503422806276,0.36108978764093036,0.6485816592267826,0.5015262348957847,1.637543295995028,-0.15644601649702572,-0.7770872844380993,-1.42673705682135,-1.2996950211947291,-1.6984509336997762,-1.4325511969306675,-1.3055091613040462,-0.25615149681707733,-0.25615149681707733,-0.12601703741007927,0.12315272930796105,0.7433803467105489,1.1002095271416334,1.2150085140409863,1.4513638356135274,0.8698180806136235,0.9846170675129764,0.870258908723317,0.870258908723317,0.5067287835420373,0.0
1992-12-01,-2.7308419701072455,-1.5470594949293899,0.35467998178034954,0.2544696860723605,0.2544696860723605,0.5390445592965134,0.18029340038729152,0.3793143412648088,0.7870606681677284,0.5784936961995882,0.5784936961995882,0.37158174959605006,0.2861456397634398,-0.9363787598438824,-0.9363787598438824,-0.9363787598438824,-0.322760265020098,-0.007426590518211764,0.5989843219854203,-1.2127713287130695,-0.596579595040024,0.9251942721229638,0.3235582486941635,-1.1684990894092637,0.6652875100017196,0.9709186099035563,2.747843609332804,1.2838260231242118,-0.19657461702528223,-0.19657461702528223,0.12128172687261912,-1.4127175795180194,0.0
